gid_0,name_0,indicator_name,weight,score,score_ranked,cat,label,un_region,wb_region
GBR,United Kingdom,drr,Ind,3.001079555,40,3,Medium - High (0.6-0.8),Europe,Europe & Central Asia
TGO,Togo,rfr,Pop,3.000466985,66,3,"High (8 in 1,000 to 1 in 100)",Africa,Sub-Saharan Africa
FRA,France,drr,Ind,2.998476565,41,2,Medium (0.4-0.6),Europe,Europe & Central Asia
IND,India,bws,One,2.998301841,41,2,Medium - High (20-40%),Asia,South Asia
NIC,Nicaragua,rfr,Pop,2.995826159,67,2,"Medium - High (4 in 1,000 to 8 in 1,000)",Americas,Latin America & Caribbean
THA,Thailand,drr,Dom,2.99509862,43,2,Medium (0.4-0.6),Asia,East Asia & Pacific
PRY,Paraguay,drr,Irr,2.992733745,54,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
ARM,Armenia,bws,Tot,2.9915904,53,2,Medium - High (20-40%),Asia,Europe & Central Asia
BEN,Benin,drr,Irr,2.991061925,55,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
PAK,Pakistan,drr,Dom,2.990522325,44,2,Medium (0.4-0.6),Asia,South Asia
PHL,Philippines,drr,One,2.989756555,28,2,Medium (0.4-0.6),Asia,East Asia & Pacific
PRT,Portugal,drr,Liv,2.982943555,42,2,Medium (0.4-0.6),Europe,Europe & Central Asia
UGA,Uganda,drr,Dom,2.978830755,45,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
DOM,Dominican Republic,drr,Ind,2.978492365,42,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
LVA,Latvia,drr,Tot,2.977109295,46,2,Medium (0.4-0.6),Europe,Europe & Central Asia
HRV,Croatia,drr,One,2.97525944,29,2,Medium (0.4-0.6),Europe,Europe & Central Asia
ARG,Argentina,drr,Liv,2.97456101,43,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
LVA,Latvia,drr,Liv,2.97433593,44,2,Medium (0.4-0.6),Europe,Europe & Central Asia
ESP,Spain,drr,Tot,2.97357657,47,2,Medium (0.4-0.6),Europe,Europe & Central Asia
FRA,France,drr,One,2.97252683,30,2,Medium (0.4-0.6),Europe,Europe & Central Asia
SDN,Sudan,bws,One,2.97197728,42,2,Medium - High (20-40%),Africa,Sub-Saharan Africa
KEN,Kenya,drr,Irr,2.9708068,56,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
MKD,Macedonia,bws,Ind,2.970246482,56,2,Medium - High (20-40%),Europe,Europe & Central Asia
TUR,Turkey,drr,Dom,2.969244865,46,2,Medium (0.4-0.6),Asia,Europe & Central Asia
CIV,C̫te d'Ivoire,drr,Tot,2.965271665,48,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
MAR,Morocco,drr,One,2.96376962,31,2,Medium (0.4-0.6),Africa,Middle East & North Africa
IDN,Indonesia,drr,One,2.963408935,32,2,Medium (0.4-0.6),Asia,East Asia & Pacific
LVA,Latvia,drr,Ind,2.9619502,43,2,Medium (0.4-0.6),Europe,Europe & Central Asia
TJK,Tajikistan,drr,Dom,2.961581775,47,2,Medium (0.4-0.6),Asia,Europe & Central Asia
TUR,Turkey,drr,One,2.95761369,33,2,Medium (0.4-0.6),Asia,Europe & Central Asia
AUS,Australia,bws,Irr,2.955177244,52,2,Medium - High (20-40%),Oceania,East Asia & Pacific
MKD,Macedonia,bws,Dom,2.953981343,50,2,Medium - High (20-40%),Europe,Europe & Central Asia
PER,Peru,rfr,Pop,2.951226705,68,2,"Medium - High (4 in 1,000 to 8 in 1,000)",Americas,Latin America & Caribbean
LSO,Lesotho,bws,Tot,2.94993564,54,2,Medium - High (20-40%),Africa,Sub-Saharan Africa
IRN,Iran,drr,Liv,2.944494735,45,2,Medium (0.4-0.6),Asia,Middle East & North Africa
RUS,Russia,drr,Dom,2.94274014,48,2,Medium (0.4-0.6),Europe,Europe & Central Asia
LVA,Latvia,drr,One,2.94256215,34,2,Medium (0.4-0.6),Europe,Europe & Central Asia
URY,Uruguay,drr,Dom,2.94043464,49,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
ESP,Spain,drr,One,2.940378215,35,2,Medium (0.4-0.6),Europe,Europe & Central Asia
NIC,Nicaragua,drr,Ind,2.9379672,44,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
RUS,Russia,drr,Liv,2.936272935,46,2,Medium (0.4-0.6),Europe,Europe & Central Asia
BEN,Benin,drr,One,2.93571809,36,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
MKD,Macedonia,bws,Liv,2.935180785,43,2,Medium - High (20-40%),Europe,Europe & Central Asia
JAM,Jamaica,drr,Tot,2.93349781,49,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
LUX,Luxembourg,bws,Ind,2.933028268,57,2,Medium - High (20-40%),Europe,Europe & Central Asia
GNB,Guinea-Bissau,drr,Ind,2.93206841,45,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
LUX,Luxembourg,bws,Tot,2.931524656,55,2,Medium - High (20-40%),Europe,Europe & Central Asia
TUR,Turkey,drr,Liv,2.930588445,47,2,Medium (0.4-0.6),Asia,Europe & Central Asia
OMN,Oman,rfr,Pop,2.929035138,69,2,"Medium - High (4 in 1,000 to 8 in 1,000)",Asia,Middle East & North Africa
CHN,China,drr,Liv,2.9237226,48,2,Medium (0.4-0.6),Asia,East Asia & Pacific
LUX,Luxembourg,bws,Dom,2.920912394,51,2,Medium - High (20-40%),Europe,Europe & Central Asia
PRT,Portugal,drr,Tot,2.920869715,50,2,Medium (0.4-0.6),Europe,Europe & Central Asia
ITA,Italy,drr,One,2.917680035,37,2,Medium (0.4-0.6),Europe,Europe & Central Asia
THA,Thailand,drr,Ind,2.914954415,46,2,Medium (0.4-0.6),Asia,East Asia & Pacific
NIC,Nicaragua,drr,Dom,2.911363335,50,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
IRN,Iran,drr,Dom,2.908979205,51,2,Medium (0.4-0.6),Asia,Middle East & North Africa
AUS,Australia,bws,Tot,2.906718433,56,2,Medium - High (20-40%),Oceania,East Asia & Pacific
GHA,Ghana,drr,One,2.89768359,38,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
GHA,Ghana,drr,Liv,2.896243095,49,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
KEN,Kenya,drr,One,2.89577568,39,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
SLV,El Salvador,drr,Tot,2.892252325,51,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
NPL,Nepal,bws,Liv,2.889662079,44,2,Medium - High (20-40%),Asia,South Asia
TUR,Turkey,bws,Liv,2.889403121,45,2,Medium - High (20-40%),Asia,Europe & Central Asia
CIV,C̫te d'Ivoire,drr,Dom,2.88868874,52,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
GBR,United Kingdom,drr,Liv,2.88807348,50,2,Medium (0.4-0.6),Europe,Europe & Central Asia
SOM,Somalia,bws,Dom,2.88759277,52,2,Medium - High (20-40%),Africa,Sub-Saharan Africa
SOM,Somalia,bws,Liv,2.883523108,46,2,Medium - High (20-40%),Africa,Sub-Saharan Africa
CIV,C̫te d'Ivoire,drr,One,2.88179588,40,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
THA,Thailand,bws,One,2.880291007,44,2,Medium - High (20-40%),Asia,East Asia & Pacific
IRN,Iran,drr,Tot,2.879745965,52,2,Medium (0.4-0.6),Asia,Middle East & North Africa
PRT,Portugal,drr,One,2.87970804,41,2,Medium (0.4-0.6),Europe,Europe & Central Asia
IRN,Iran,drr,Irr,2.8795453,57,2,Medium (0.4-0.6),Asia,Middle East & North Africa
TJK,Tajikistan,drr,Liv,2.87853515,51,2,Medium (0.4-0.6),Asia,Europe & Central Asia
BFA,Burkina Faso,drr,One,2.87709355,42,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
AZE,Azerbaijan,drr,Ind,2.87704892,47,2,Medium (0.4-0.6),Asia,Europe & Central Asia
GTM,Guatemala,drr,Irr,2.87576126,58,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
THA,Thailand,drr,One,2.875514255,43,2,Medium (0.4-0.6),Asia,East Asia & Pacific
PRY,Paraguay,drr,Tot,2.87331713,53,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
LSO,Lesotho,drr,Ind,2.872794945,48,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
BEN,Benin,drr,Liv,2.87244369,52,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
CIV,C̫te d'Ivoire,drr,Ind,2.87238908,49,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
UZB,Uzbekistan,drr,One,2.872387795,44,2,Medium (0.4-0.6),Asia,Europe & Central Asia
HUN,Hungary,drr,Dom,2.87200575,53,2,Medium (0.4-0.6),Europe,Europe & Central Asia
MAR,Morocco,bws,One,2.870259481,45,2,Medium - High (20-40%),Africa,Middle East & North Africa
TKM,Turkmenistan,drr,Irr,2.86900354,59,2,Medium (0.4-0.6),Asia,Europe & Central Asia
IRL,Ireland,drr,Irr,2.8668681,60,2,Medium (0.4-0.6),Europe,Europe & Central Asia
MKD,Macedonia,drr,Liv,2.86678317,53,2,Medium (0.4-0.6),Europe,Europe & Central Asia
MEX,Mexico,bws,One,2.866467416,46,2,Medium - High (20-40%),Americas,Latin America & Caribbean
PHL,Philippines,drr,Tot,2.86569811,54,2,Medium (0.4-0.6),Asia,East Asia & Pacific
KGZ,Kyrgyzstan,drr,Irr,2.86284607,61,2,Medium (0.4-0.6),Asia,Europe & Central Asia
GTM,Guatemala,drr,Tot,2.86202084,55,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
NPL,Nepal,drr,Ind,2.860042515,50,2,Medium (0.4-0.6),Asia,South Asia
NOR,Norway,rfr,Pop,2.857743481,70,2,"Medium - High (4 in 1,000 to 8 in 1,000)",Europe,Europe & Central Asia
BEN,Benin,drr,Tot,2.85717444,56,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
DEU,Germany,drr,Irr,2.85613439,62,2,Medium (0.4-0.6),Europe,Europe & Central Asia
IRN,Iran,drr,Ind,2.8548577,51,2,Medium (0.4-0.6),Asia,Middle East & North Africa
BDI,Burundi,drr,Dom,2.85367493,54,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
NPL,Nepal,drr,Liv,2.851480545,54,2,Medium (0.4-0.6),Asia,South Asia
MDA,Moldova,rfr,Pop,2.850760193,71,2,"Medium - High (4 in 1,000 to 8 in 1,000)",Europe,Europe & Central Asia
SDN,Sudan,bws,Liv,2.850216815,47,2,Medium - High (20-40%),Africa,Sub-Saharan Africa
MKD,Macedonia,drr,One,2.84894523,45,2,Medium (0.4-0.6),Europe,Europe & Central Asia
KHM,Cambodia,drr,One,2.848375665,46,2,Medium (0.4-0.6),Asia,East Asia & Pacific
LSO,Lesotho,drr,Tot,2.8474366,57,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
AUS,Australia,bws,Dom,2.841142267,53,2,Medium - High (20-40%),Oceania,East Asia & Pacific
LUX,Luxembourg,bws,Liv,2.840960237,48,2,Medium - High (20-40%),Europe,Europe & Central Asia
TKM,Turkmenistan,drr,Tot,2.84021306,58,2,Medium (0.4-0.6),Asia,Europe & Central Asia
AFG,Afghanistan,drr,Tot,2.838686,59,2,Medium (0.4-0.6),Asia,South Asia
KGZ,Kyrgyzstan,drr,One,2.836869135,47,2,Medium (0.4-0.6),Asia,Europe & Central Asia
MKD,Macedonia,bws,One,2.836678662,47,2,Medium - High (20-40%),Europe,Europe & Central Asia
AFG,Afghanistan,drr,Irr,2.83634556,63,2,Medium (0.4-0.6),Asia,South Asia
ESP,Spain,drr,Dom,2.835644895,55,2,Medium (0.4-0.6),Europe,Europe & Central Asia
BDI,Burundi,drr,One,2.83522592,48,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
CHN,China,bws,Liv,2.833126354,49,2,Medium - High (20-40%),Asia,East Asia & Pacific
PRK,North Korea,drr,One,2.83176173,49,2,Medium (0.4-0.6),Asia,East Asia & Pacific
GTM,Guatemala,drr,Ind,2.83104307,52,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
ZAF,South Africa,drr,Ind,2.83020404,53,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
TKM,Turkmenistan,drr,Dom,2.82888854,56,2,Medium (0.4-0.6),Asia,Europe & Central Asia
LUX,Luxembourg,bws,Irr,2.828696594,53,2,Medium - High (20-40%),Europe,Europe & Central Asia
KGZ,Kyrgyzstan,drr,Liv,2.828516625,55,2,Medium (0.4-0.6),Asia,Europe & Central Asia
KGZ,Kyrgyzstan,drr,Tot,2.826939875,60,2,Medium (0.4-0.6),Asia,Europe & Central Asia
SWZ,Swaziland,drr,Liv,2.826778425,56,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
BFA,Burkina Faso,drr,Tot,2.82665289,61,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
DEU,Germany,drr,Liv,2.82454123,57,2,Medium (0.4-0.6),Europe,Europe & Central Asia
NPL,Nepal,bws,Dom,2.821784367,54,2,Medium - High (20-40%),Asia,South Asia
ARM,Armenia,bws,Irr,2.821011539,54,2,Medium - High (20-40%),Asia,Europe & Central Asia
TUN,Tunisia,rfr,Pop,2.817825386,72,2,"Medium - High (4 in 1,000 to 8 in 1,000)",Africa,Middle East & North Africa
MEX,Mexico,bws,Liv,2.817018885,50,2,Medium - High (20-40%),Americas,Latin America & Caribbean
PAK,Pakistan,drr,Liv,2.81569227,58,2,Medium (0.4-0.6),Asia,South Asia
MWI,Malawi,drr,Dom,2.81401768,57,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
ARG,Argentina,drr,Ind,2.812248865,54,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
CIV,C̫te d'Ivoire,drr,Liv,2.80811683,59,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
ERI,Eritrea,bws,One,2.806955748,48,2,Medium - High (20-40%),Africa,Sub-Saharan Africa
LSO,Lesotho,drr,Dom,2.806559095,58,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
NPL,Nepal,drr,Dom,2.80567457,59,2,Medium (0.4-0.6),Asia,South Asia
ZAF,South Africa,drr,Dom,2.80225374,60,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
URY,Uruguay,drr,Ind,2.801715575,55,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
TLS,Timor-Leste,drr,Irr,2.80056352,64,2,Medium (0.4-0.6),Asia,East Asia & Pacific
CHN,China,bws,Tot,2.800257843,57,2,Medium - High (20-40%),Asia,East Asia & Pacific
KGZ,Kyrgyzstan,bws,Liv,2.797290678,51,2,Medium - High (20-40%),Asia,Europe & Central Asia
GTM,Guatemala,drr,Dom,2.795017795,61,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
SWZ,Swaziland,drr,Dom,2.794889795,62,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
UGA,Uganda,drr,Irr,2.792261615,65,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
DJI,Djibouti,bws,Dom,2.791231768,55,2,Medium - High (20-40%),Africa,Middle East & North Africa
DEU,Germany,drr,One,2.789369085,50,2,Medium (0.4-0.6),Europe,Europe & Central Asia
PRT,Portugal,drr,Dom,2.787672135,63,2,Medium (0.4-0.6),Europe,Europe & Central Asia
CHN,China,bws,Irr,2.78669366,55,2,Medium - High (20-40%),Asia,East Asia & Pacific
GNB,Guinea-Bissau,drr,Liv,2.785802695,60,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
PRY,Paraguay,drr,Ind,2.78381609,56,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
PRT,Portugal,drr,Ind,2.78204459,57,2,Medium (0.4-0.6),Europe,Europe & Central Asia
ESP,Spain,drr,Ind,2.779646305,58,2,Medium (0.4-0.6),Europe,Europe & Central Asia
ERI,Eritrea,bws,Liv,2.779526402,52,2,Medium - High (20-40%),Africa,Sub-Saharan Africa
CYP,Cyprus,drr,Liv,2.779295315,61,2,Medium (0.4-0.6),Asia,Europe & Central Asia
NGA,Nigeria,rfr,Pop,2.776766346,73,2,"Medium - High (4 in 1,000 to 8 in 1,000)",Africa,Sub-Saharan Africa
PRY,Paraguay,drr,Dom,2.776737545,64,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
BEN,Benin,drr,Dom,2.776467375,65,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
ESP,Spain,drr,Liv,2.77446943,62,2,Medium (0.4-0.6),Europe,Europe & Central Asia
GEO,Georgia,drr,Irr,2.773745075,66,2,Medium (0.4-0.6),Asia,Europe & Central Asia
NPL,Nepal,drr,Tot,2.77358308,62,2,Medium (0.4-0.6),Asia,South Asia
CMR,Cameroon,rfr,Pop,2.773065813,74,2,"Medium - High (4 in 1,000 to 8 in 1,000)",Africa,Sub-Saharan Africa
NPL,Nepal,drr,Irr,2.770985285,67,2,Medium (0.4-0.6),Asia,South Asia
DEU,Germany,drr,Ind,2.77054017,59,2,Medium (0.4-0.6),Europe,Europe & Central Asia
DEU,Germany,drr,Tot,2.768956395,63,2,Medium (0.4-0.6),Europe,Europe & Central Asia
HND,Honduras,drr,Irr,2.76792269,68,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
PHL,Philippines,drr,Ind,2.766620295,60,2,Medium (0.4-0.6),Asia,East Asia & Pacific
SDN,Sudan,bws,Dom,2.764739952,56,2,Medium - High (20-40%),Africa,Sub-Saharan Africa
BFA,Burkina Faso,drr,Irr,2.759353685,69,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
ZAF,South Africa,drr,Tot,2.7591365,64,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
SOM,Somalia,bws,One,2.757465329,49,2,Medium - High (20-40%),Africa,Sub-Saharan Africa
EST,Estonia,drr,Irr,2.756465365,70,2,Medium (0.4-0.6),Europe,Europe & Central Asia
URY,Uruguay,drr,Tot,2.754828035,65,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
AZE,Azerbaijan,drr,Dom,2.750514095,66,2,Medium (0.4-0.6),Asia,Europe & Central Asia
ARG,Argentina,drr,Dom,2.750330285,67,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
GBR,United Kingdom,drr,One,2.749072165,51,2,Medium (0.4-0.6),Europe,Europe & Central Asia
HND,Honduras,drr,Dom,2.74418846,68,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
ARM,Armenia,drr,Liv,2.74294372,63,2,Medium (0.4-0.6),Asia,Europe & Central Asia
TUN,Tunisia,drr,Dom,2.74060094,69,2,Medium (0.4-0.6),Africa,Middle East & North Africa
SEN,Senegal,bws,Liv,2.73634405,53,2,Medium - High (20-40%),Africa,Sub-Saharan Africa
DEU,Germany,drr,Dom,2.73590182,70,2,Medium (0.4-0.6),Europe,Europe & Central Asia
PRK,North Korea,drr,Liv,2.7356511,64,2,Medium (0.4-0.6),Asia,East Asia & Pacific
ARM,Armenia,drr,One,2.73251251,52,2,Medium (0.4-0.6),Asia,Europe & Central Asia
CHN,China,bws,Dom,2.729823179,57,2,Medium - High (20-40%),Asia,East Asia & Pacific
MEX,Mexico,drr,Liv,2.729559495,65,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
PRT,Portugal,bws,Liv,2.729479872,54,2,Medium - High (20-40%),Europe,Europe & Central Asia
MRT,Mauritania,bws,Tot,2.727897971,58,2,Medium - High (20-40%),Africa,Sub-Saharan Africa
URY,Uruguay,drr,Liv,2.727563485,66,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
TKM,Turkmenistan,drr,Ind,2.723040805,61,2,Medium (0.4-0.6),Asia,Europe & Central Asia
ZAF,South Africa,drr,Irr,2.718509655,71,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
MWI,Malawi,drr,Tot,2.718335425,66,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
ARM,Armenia,drr,Irr,2.717711555,72,2,Medium (0.4-0.6),Asia,Europe & Central Asia
BOL,Bolivia,rfr,Pop,2.716854893,75,2,"Medium - High (4 in 1,000 to 8 in 1,000)",Americas,Latin America & Caribbean
GRC,Greece,drr,Dom,2.713513105,71,2,Medium (0.4-0.6),Europe,Europe & Central Asia
AFG,Afghanistan,drr,Ind,2.711095805,62,2,Medium (0.4-0.6),Asia,South Asia
IDN,Indonesia,bws,Irr,2.710991033,57,2,Medium - High (20-40%),Asia,East Asia & Pacific
MWI,Malawi,drr,Ind,2.70971876,63,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
HND,Honduras,drr,Tot,2.707179885,67,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
URY,Uruguay,drr,One,2.705186635,53,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
PRT,Portugal,bws,One,2.704998634,50,2,Medium - High (20-40%),Europe,Europe & Central Asia
GTM,Guatemala,drr,Liv,2.703249585,67,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
GUY,Guyana,bws,Irr,2.701815087,58,2,Medium - High (20-40%),Americas,Latin America & Caribbean
HND,Honduras,drr,Liv,2.70114314,68,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
SLV,El Salvador,drr,Irr,2.69754046,73,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
KGZ,Kyrgyzstan,drr,Ind,2.69712416,64,2,Medium (0.4-0.6),Asia,Europe & Central Asia
URY,Uruguay,drr,Irr,2.6958891,74,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
GUY,Guyana,bws,Tot,2.695733857,59,2,Medium - High (20-40%),Americas,Latin America & Caribbean
LSO,Lesotho,drr,Liv,2.693351375,69,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
BEL,Belgium,drr,Irr,2.68939813,75,2,Medium (0.4-0.6),Europe,Europe & Central Asia
TUN,Tunisia,drr,Ind,2.68772759,65,2,Medium (0.4-0.6),Africa,Middle East & North Africa
AZE,Azerbaijan,bws,Ind,2.687501138,58,2,Medium - High (20-40%),Asia,Europe & Central Asia
MEX,Mexico,drr,Dom,2.68416621,72,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
SWZ,Swaziland,drr,Ind,2.68203386,66,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
TKM,Turkmenistan,drr,Liv,2.680764135,70,2,Medium (0.4-0.6),Asia,Europe & Central Asia
MWI,Malawi,drr,Irr,2.67886178,76,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
MWI,Malawi,drr,Liv,2.678596895,71,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
LSO,Lesotho,drr,One,2.673879295,54,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
BGD,Bangladesh,bws,Irr,2.673791137,59,2,Medium - High (20-40%),Asia,South Asia
BDI,Burundi,drr,Liv,2.671412765,72,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
GRC,Greece,drr,Liv,2.66975745,73,2,Medium (0.4-0.6),Europe,Europe & Central Asia
KGZ,Kyrgyzstan,drr,Dom,2.669382085,73,2,Medium (0.4-0.6),Asia,Europe & Central Asia
IDN,Indonesia,bws,Tot,2.669162882,60,2,Medium - High (20-40%),Asia,East Asia & Pacific
UZB,Uzbekistan,rfr,Pop,2.666444479,76,2,"Medium - High (4 in 1,000 to 8 in 1,000)",Asia,Europe & Central Asia
BRA,Brazil,drr,Irr,2.666210775,77,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
SWZ,Swaziland,drr,One,2.66612801,55,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
BWA,Botswana,drr,Irr,2.66604193,78,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
BGD,Bangladesh,bws,Ind,2.664882434,59,2,Medium - High (20-40%),Asia,South Asia
IRL,Ireland,drr,Dom,2.66265505,74,2,Medium (0.4-0.6),Europe,Europe & Central Asia
BGD,Bangladesh,bws,Tot,2.660561137,61,2,Medium - High (20-40%),Asia,South Asia
MEX,Mexico,drr,Ind,2.659507105,67,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
ALB,Albania,drr,One,2.65886578,56,2,Medium (0.4-0.6),Europe,Europe & Central Asia
NPL,Nepal,drr,One,2.655811405,57,2,Medium (0.4-0.6),Asia,South Asia
ETH,Ethiopia,drr,Irr,2.65511535,79,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
ZWE,Zimbabwe,drr,Irr,2.65079524,80,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
EST,Estonia,drr,Liv,2.644454905,74,2,Medium (0.4-0.6),Europe,Europe & Central Asia
ALB,Albania,drr,Liv,2.641343585,75,2,Medium (0.4-0.6),Europe,Europe & Central Asia
GRC,Greece,drr,Tot,2.64052222,68,2,Medium (0.4-0.6),Europe,Europe & Central Asia
GRC,Greece,drr,Irr,2.639252705,81,2,Medium (0.4-0.6),Europe,Europe & Central Asia
FIN,Finland,rfr,Pop,2.638028513,77,2,"Medium - High (4 in 1,000 to 8 in 1,000)",Europe,Europe & Central Asia
PHL,Philippines,drr,Dom,2.63608182,75,2,Medium (0.4-0.6),Asia,East Asia & Pacific
KAZ,Kazakhstan,bws,Irr,2.634438165,60,2,Medium - High (20-40%),Asia,Europe & Central Asia
MNE,Montenegro,drr,Irr,2.634265505,82,2,Medium (0.4-0.6),Europe,Europe & Central Asia
UKR,Ukraine,rfr,Pop,2.629977155,78,2,"Medium - High (4 in 1,000 to 8 in 1,000)",Europe,Europe & Central Asia
MEX,Mexico,drr,Tot,2.62931722,69,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
ECU,Ecuador,drr,Irr,2.628836275,83,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
IRL,Ireland,drr,Liv,2.6285295,76,2,Medium (0.4-0.6),Europe,Europe & Central Asia
NIC,Nicaragua,drr,One,2.627071725,58,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
GRC,Greece,drr,Ind,2.62660749,68,2,Medium (0.4-0.6),Europe,Europe & Central Asia
ZAF,South Africa,drr,Liv,2.623935625,77,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
EST,Estonia,drr,Ind,2.62125652,69,2,Medium (0.4-0.6),Europe,Europe & Central Asia
SWE,Sweden,drr,Irr,2.62096881,84,2,Medium (0.4-0.6),Europe,Europe & Central Asia
MEX,Mexico,drr,Irr,2.6203117,85,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
ERI,Eritrea,drr,Ind,2.620177525,70,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
IRL,Ireland,drr,Tot,2.61739227,70,2,Medium (0.4-0.6),Europe,Europe & Central Asia
ECU,Ecuador,drr,Tot,2.61530902,71,2,Medium (0.4-0.6),Americas,Latin America & Caribbean
TUR,Turkey,bws,One,2.61072929,51,2,Medium - High (20-40%),Asia,Europe & Central Asia
IRL,Ireland,drr,Ind,2.6103395,71,2,Medium (0.4-0.6),Europe,Europe & Central Asia
EST,Estonia,drr,Tot,2.609225565,72,2,Medium (0.4-0.6),Europe,Europe & Central Asia
TKM,Turkmenistan,drr,One,2.605974195,59,2,Medium (0.4-0.6),Asia,Europe & Central Asia
USA,United States,bws,Tot,2.604411175,62,2,Medium - High (20-40%),Americas,North America
COG,Republic of Congo,rfr,Pop,2.603793459,79,2,"Medium - High (4 in 1,000 to 8 in 1,000)",Africa,Sub-Saharan Africa
VNM,Vietnam,drr,Liv,2.603616075,78,2,Medium (0.4-0.6),Asia,East Asia & Pacific
TCD,Chad,bws,One,2.602798521,52,2,Medium - High (20-40%),Africa,Sub-Saharan Africa
ZWE,Zimbabwe,drr,One,2.60025564,60,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
ETH,Ethiopia,drr,Liv,2.59449214,79,2,Medium (0.4-0.6),Africa,Sub-Saharan Africa
