gid_0,name_0,year,scenario,indicator_name,weight,score,score_ranked,cat,label,un_region,wb_region
BHR,Bahrain,2030,opt,bws,Tot,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2030,bau,bws,Tot,5,3,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2030,pes,bws,Tot,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2050,opt,bws,Tot,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2050,bau,bws,Tot,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2050,pes,bws,Tot,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2080,bau,bws,Tot,5,6,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2080,pes,bws,Tot,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
CYP,Cyprus,2030,opt,bws,Tot,5,3.5,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2030,bau,bws,Tot,5,3,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2030,pes,bws,Tot,5,3.5,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2050,opt,bws,Tot,5,4,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2050,bau,bws,Tot,5,3.5,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2050,pes,bws,Tot,5,3.5,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2080,opt,bws,Tot,5,3,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2080,bau,bws,Tot,5,6,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2080,pes,bws,Tot,5,4.5,4,Extremely High (>80%),Asia,Europe & Central Asia
ISR,Israel,2080,bau,bws,Tot,5,6,4,Extremely High (>80%),Asia,Middle East & North Africa
ISR,Israel,2080,pes,bws,Tot,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
JOR,Jordan,2080,bau,bws,Tot,5,6,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2030,opt,bws,Tot,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2030,pes,bws,Tot,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2050,opt,bws,Tot,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2050,bau,bws,Tot,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2050,pes,bws,Tot,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2080,opt,bws,Tot,5,3,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2080,bau,bws,Tot,5,6,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2080,pes,bws,Tot,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2030,opt,bws,Tot,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2030,bau,bws,Tot,5,3,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2030,pes,bws,Tot,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2050,opt,bws,Tot,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2050,bau,bws,Tot,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2050,pes,bws,Tot,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2080,opt,bws,Tot,5,3,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2080,bau,bws,Tot,5,6,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2080,pes,bws,Tot,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
SMR,San Marino,2050,opt,bws,Tot,5,4,4,Extremely High (>80%),Europe,Europe & Central Asia
SMR,San Marino,2080,bau,bws,Tot,5,6,4,Extremely High (>80%),Europe,Europe & Central Asia
SMR,San Marino,2080,pes,bws,Tot,5,4.5,4,Extremely High (>80%),Europe,Europe & Central Asia
BHR,Bahrain,2030,opt,bws,One,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2030,bau,bws,One,5,3,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2030,pes,bws,One,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2050,opt,bws,One,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2050,bau,bws,One,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2050,pes,bws,One,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2080,opt,bws,One,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2080,bau,bws,One,5,5.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2080,pes,bws,One,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
CYP,Cyprus,2030,opt,bws,One,5,3.5,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2030,bau,bws,One,5,3,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2030,pes,bws,One,5,3.5,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2050,opt,bws,One,5,4,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2050,bau,bws,One,5,3.5,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2050,pes,bws,One,5,3.5,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2080,opt,bws,One,5,3.5,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2080,bau,bws,One,5,5.5,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2080,pes,bws,One,5,4.5,4,Extremely High (>80%),Asia,Europe & Central Asia
ISR,Israel,2080,bau,bws,One,5,5.5,4,Extremely High (>80%),Asia,Middle East & North Africa
ISR,Israel,2080,pes,bws,One,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
JOR,Jordan,2080,bau,bws,One,5,5.5,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2030,opt,bws,One,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2030,pes,bws,One,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2050,opt,bws,One,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2050,bau,bws,One,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2050,pes,bws,One,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2080,opt,bws,One,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2080,bau,bws,One,5,5.5,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2080,pes,bws,One,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2030,opt,bws,One,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2030,bau,bws,One,5,3,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2030,pes,bws,One,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2050,opt,bws,One,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2050,bau,bws,One,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2050,pes,bws,One,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2080,opt,bws,One,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2080,bau,bws,One,5,5.5,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2080,pes,bws,One,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
SMR,San Marino,2050,opt,bws,One,5,4,4,Extremely High (>80%),Europe,Europe & Central Asia
SMR,San Marino,2080,bau,bws,One,5,5.5,4,Extremely High (>80%),Europe,Europe & Central Asia
SMR,San Marino,2080,pes,bws,One,5,4.5,4,Extremely High (>80%),Europe,Europe & Central Asia
BHR,Bahrain,2030,opt,bws,Liv,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2030,bau,bws,Liv,5,3,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2030,pes,bws,Liv,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2050,opt,bws,Liv,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2050,bau,bws,Liv,5,3,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2050,pes,bws,Liv,5,3,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2080,opt,bws,Liv,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2080,bau,bws,Liv,5,6,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2080,pes,bws,Liv,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
CYP,Cyprus,2030,opt,bws,Liv,5,3.5,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2030,bau,bws,Liv,5,3,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2030,pes,bws,Liv,5,3.5,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2050,opt,bws,Liv,5,3.5,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2050,bau,bws,Liv,5,3,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2050,pes,bws,Liv,5,3,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2080,opt,bws,Liv,5,3.5,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2080,bau,bws,Liv,5,6,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2080,pes,bws,Liv,5,4.5,4,Extremely High (>80%),Asia,Europe & Central Asia
ISR,Israel,2080,bau,bws,Liv,5,6,4,Extremely High (>80%),Asia,Middle East & North Africa
ISR,Israel,2080,pes,bws,Liv,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
JOR,Jordan,2080,bau,bws,Liv,5,6,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2030,opt,bws,Liv,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2030,pes,bws,Liv,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2050,opt,bws,Liv,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2050,bau,bws,Liv,5,3,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2050,pes,bws,Liv,5,3,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2080,opt,bws,Liv,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2080,bau,bws,Liv,5,6,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2080,pes,bws,Liv,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
SMR,San Marino,2050,opt,bws,Liv,5,3.5,4,Extremely High (>80%),Europe,Europe & Central Asia
SMR,San Marino,2080,bau,bws,Liv,5,6,4,Extremely High (>80%),Europe,Europe & Central Asia
SMR,San Marino,2080,pes,bws,Liv,5,4.5,4,Extremely High (>80%),Europe,Europe & Central Asia
ARE,United Arab Emirates,2030,opt,bws,Irr,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
ARE,United Arab Emirates,2030,bau,bws,Irr,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
ARE,United Arab Emirates,2030,pes,bws,Irr,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
ARE,United Arab Emirates,2050,opt,bws,Irr,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
ARE,United Arab Emirates,2050,bau,bws,Irr,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
ARE,United Arab Emirates,2050,pes,bws,Irr,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
ARE,United Arab Emirates,2080,opt,bws,Irr,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
ARE,United Arab Emirates,2080,bau,bws,Irr,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
ARE,United Arab Emirates,2080,pes,bws,Irr,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2030,opt,bws,Irr,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2030,bau,bws,Irr,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2030,pes,bws,Irr,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2050,opt,bws,Irr,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2050,bau,bws,Irr,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2050,pes,bws,Irr,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2080,opt,bws,Irr,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2080,bau,bws,Irr,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2080,pes,bws,Irr,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
CYP,Cyprus,2030,opt,bws,Irr,5,4,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2030,bau,bws,Irr,5,3.5,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2030,pes,bws,Irr,5,4,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2050,opt,bws,Irr,5,4,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2050,bau,bws,Irr,5,4,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2050,pes,bws,Irr,5,4,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2080,opt,bws,Irr,5,4,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2080,bau,bws,Irr,5,4.5,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2080,pes,bws,Irr,5,4.5,4,Extremely High (>80%),Asia,Europe & Central Asia
ISR,Israel,2080,bau,bws,Irr,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
ISR,Israel,2080,pes,bws,Irr,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
JOR,Jordan,2080,bau,bws,Irr,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2030,opt,bws,Irr,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2030,pes,bws,Irr,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2050,opt,bws,Irr,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2050,bau,bws,Irr,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2050,pes,bws,Irr,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2080,opt,bws,Irr,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2080,bau,bws,Irr,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2080,pes,bws,Irr,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2030,opt,bws,Irr,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2030,bau,bws,Irr,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2030,pes,bws,Irr,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2050,opt,bws,Irr,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2050,bau,bws,Irr,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2050,pes,bws,Irr,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2080,opt,bws,Irr,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2080,bau,bws,Irr,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2080,pes,bws,Irr,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2030,opt,bws,Ind,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2030,bau,bws,Ind,5,1,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2030,pes,bws,Ind,5,1,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2050,opt,bws,Ind,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2050,bau,bws,Ind,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2050,pes,bws,Ind,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2080,bau,bws,Ind,5,5.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2080,pes,bws,Ind,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
CYP,Cyprus,2030,opt,bws,Ind,5,3.5,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2030,bau,bws,Ind,5,3.5,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2030,pes,bws,Ind,5,4,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2050,opt,bws,Ind,5,3.5,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2050,bau,bws,Ind,5,1,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2050,pes,bws,Ind,5,3.5,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2080,opt,bws,Ind,5,3,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2080,bau,bws,Ind,5,5.5,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2080,pes,bws,Ind,5,4,4,Extremely High (>80%),Asia,Europe & Central Asia
ISR,Israel,2080,bau,bws,Ind,5,5.5,4,Extremely High (>80%),Asia,Middle East & North Africa
ISR,Israel,2080,pes,bws,Ind,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
JOR,Jordan,2080,bau,bws,Ind,5,5.5,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2030,opt,bws,Ind,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2030,pes,bws,Ind,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2050,opt,bws,Ind,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2050,pes,bws,Ind,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2080,opt,bws,Ind,5,3,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2080,bau,bws,Ind,5,5.5,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2080,pes,bws,Ind,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2030,opt,bws,Ind,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2030,bau,bws,Ind,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2030,pes,bws,Ind,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2050,opt,bws,Ind,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2050,bau,bws,Ind,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2050,pes,bws,Ind,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2080,opt,bws,Ind,5,3,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2080,bau,bws,Ind,5,5.5,4,Extremely High (>80%),Asia,Middle East & North Africa
SMR,San Marino,2050,opt,bws,Ind,5,3.5,4,Extremely High (>80%),Europe,Europe & Central Asia
SMR,San Marino,2080,bau,bws,Ind,5,5.5,4,Extremely High (>80%),Europe,Europe & Central Asia
SMR,San Marino,2080,pes,bws,Ind,5,4,4,Extremely High (>80%),Europe,Europe & Central Asia
ARE,United Arab Emirates,2030,opt,bws,Dom,5,1,4,Extremely High (>80%),Asia,Middle East & North Africa
ARE,United Arab Emirates,2030,bau,bws,Dom,5,1,4,Extremely High (>80%),Asia,Middle East & North Africa
ARE,United Arab Emirates,2030,pes,bws,Dom,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
ARE,United Arab Emirates,2050,opt,bws,Dom,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
ARE,United Arab Emirates,2050,bau,bws,Dom,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
ARE,United Arab Emirates,2050,pes,bws,Dom,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
ARE,United Arab Emirates,2080,opt,bws,Dom,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
ARE,United Arab Emirates,2080,bau,bws,Dom,5,6.5,4,Extremely High (>80%),Asia,Middle East & North Africa
ARE,United Arab Emirates,2080,pes,bws,Dom,5,5.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2030,opt,bws,Dom,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2030,bau,bws,Dom,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2030,pes,bws,Dom,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2050,opt,bws,Dom,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2050,bau,bws,Dom,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2050,pes,bws,Dom,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2080,opt,bws,Dom,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2080,bau,bws,Dom,5,1.5,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2080,pes,bws,Dom,5,1,4,Extremely High (>80%),Asia,Middle East & North Africa
CYP,Cyprus,2030,opt,bws,Dom,5,4,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2030,bau,bws,Dom,5,4,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2030,pes,bws,Dom,5,3.5,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2050,opt,bws,Dom,5,4.5,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2050,bau,bws,Dom,5,4.5,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2050,pes,bws,Dom,5,4,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2080,opt,bws,Dom,5,4,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2080,bau,bws,Dom,5,6.5,4,Extremely High (>80%),Asia,Europe & Central Asia
CYP,Cyprus,2080,pes,bws,Dom,5,5.5,4,Extremely High (>80%),Asia,Europe & Central Asia
ISR,Israel,2080,bau,bws,Dom,5,1.5,4,Extremely High (>80%),Asia,Middle East & North Africa
ISR,Israel,2080,pes,bws,Dom,5,5.5,4,Extremely High (>80%),Asia,Middle East & North Africa
JOR,Jordan,2080,bau,bws,Dom,5,6.5,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2050,opt,bws,Dom,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2050,bau,bws,Dom,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2050,pes,bws,Dom,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2080,opt,bws,Dom,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2080,pes,bws,Dom,5,5.5,4,Extremely High (>80%),Asia,Middle East & North Africa
OMN,Oman,2050,bau,bws,Dom,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2030,opt,bws,Dom,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2030,bau,bws,Dom,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2030,pes,bws,Dom,5,3.5,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2050,opt,bws,Dom,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2050,bau,bws,Dom,5,4.5,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2050,pes,bws,Dom,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2080,opt,bws,Dom,5,4,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2080,bau,bws,Dom,5,6.5,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2080,pes,bws,Dom,5,5.5,4,Extremely High (>80%),Asia,Middle East & North Africa
SMR,San Marino,2050,opt,bws,Dom,5,4.5,4,Extremely High (>80%),Europe,Europe & Central Asia
SMR,San Marino,2080,bau,bws,Dom,5,6.5,4,Extremely High (>80%),Europe,Europe & Central Asia
SMR,San Marino,2080,pes,bws,Dom,5,5.5,4,Extremely High (>80%),Europe,Europe & Central Asia
BHR,Bahrain,2080,opt,bws,Tot,4.99999999999999,6,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2030,opt,bws,Liv,4.99999999999999,6,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2030,bau,bws,Liv,4.99999999999999,5,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2030,pes,bws,Liv,4.99999999999999,6,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2050,opt,bws,Liv,4.99999999999999,7,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2050,bau,bws,Liv,4.99999999999999,6,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2050,pes,bws,Liv,4.99999999999999,6,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2080,opt,bws,Liv,4.99999999999999,6,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2080,bau,bws,Liv,4.99999999999999,11,4,Extremely High (>80%),Asia,Middle East & North Africa
QAT,Qatar,2080,pes,bws,Liv,4.99999999999999,8,4,Extremely High (>80%),Asia,Middle East & North Africa
BHR,Bahrain,2080,opt,bws,Ind,4.99999999999999,6,4,Extremely High (>80%),Asia,Middle East & North Africa
LBN,Lebanon,2050,bau,bws,Ind,4.99999999999999,6,4,Extremely High (>80%),Asia,Middle East & North Africa
