gid_0,name_0,year,scenario,indicator_name,weight,score,score_ranked,cat,label,un_region,wb_region
JAM,Jamaica,2080,pes,bws,Ind,0.269099074153733,160,0,Low (<10%),Americas,Latin America & Caribbean
JAM,Jamaica,2080,pes,bws,Dom,0.269099074153733,163,0,Low (<10%),Americas,Latin America & Caribbean
CMR,Cameroon,2050,pes,bws,Irr,0.268913207573031,154,0,Low (<10%),Africa,Sub-Saharan Africa
COG,Republic of Congo,2080,pes,bws,One,0.268849055914559,165,0,Low (<10%),Africa,Sub-Saharan Africa
BIH,Bosnia and Herzegovina,2050,pes,bws,One,0.268442695886346,159,0,Low (<10%),Europe,Europe & Central Asia
GNB,Guinea-Bissau,2030,bau,bws,Ind,0.268372039778131,149,0,Low (<10%),Africa,Sub-Saharan Africa
GIN,Guinea,2050,bau,bws,Liv,0.2677321482063,149,0,Low (<10%),Africa,Sub-Saharan Africa
TCD,Chad,2030,pes,bws,Ind,0.267647374066891,150,0,Low (<10%),Africa,Sub-Saharan Africa
SUR,Suriname,2080,opt,bws,One,0.266547943364012,161,0,Low (<10%),Americas,Latin America & Caribbean
COD,Democratic Republic of the Congo,2050,pes,bws,Tot,0.264692791262398,164,0,Low (<10%),Africa,Sub-Saharan Africa
BLZ,Belize,2030,pes,bws,One,0.263967630529983,153,0,Low (<10%),Americas,Latin America & Caribbean
HRV,Croatia,2050,opt,bws,One,0.263790365682666,158,0,Low (<10%),Europe,Europe & Central Asia
BOL,Bolivia,2050,opt,bws,Ind,0.263747627226969,151,0,Low (<10%),Americas,Latin America & Caribbean
COL,Colombia,2080,opt,bws,Dom,0.262790765006217,156,0,Low (<10%),Americas,Latin America & Caribbean
BLZ,Belize,2050,bau,bws,One,0.261855452068528,161,0,Low (<10%),Americas,Latin America & Caribbean
IRL,Ireland,2080,bau,bws,One,0.261818046531439,168,0,Low (<10%),Europe,Europe & Central Asia
SUR,Suriname,2080,bau,bws,Ind,0.261697477664071,159,0,Low (<10%),Americas,Latin America & Caribbean
COL,Colombia,2080,bau,bws,One,0.260885429246476,169,0,Low (<10%),Americas,Latin America & Caribbean
AUT,Austria,2080,opt,bws,Liv,0.260861735804658,146,0,Low (<10%),Europe,Europe & Central Asia
BIH,Bosnia and Herzegovina,2030,bau,bws,One,0.26068609320979,152,0,Low (<10%),Europe,Europe & Central Asia
BOL,Bolivia,2080,opt,bws,Ind,0.259946888072722,153,0,Low (<10%),Americas,Latin America & Caribbean
IRL,Ireland,2030,bau,bws,One,0.259898508011842,153,0,Low (<10%),Europe,Europe & Central Asia
CAF,Central African Republic,2030,bau,bws,Ind,0.259841341431818,150,0,Low (<10%),Africa,Sub-Saharan Africa
AUT,Austria,2030,opt,bws,Liv,0.25960329801114,145,0,Low (<10%),Europe,Europe & Central Asia
NZL,New Zealand,2080,opt,bws,Tot,0.25925451857881,165,0,Low (<10%),Oceania,East Asia & Pacific
GNB,Guinea-Bissau,2080,opt,bws,Ind,0.258921891091217,154,0,Low (<10%),Africa,Sub-Saharan Africa
GIN,Guinea,2050,pes,bws,Liv,0.25863581025999,149,0,Low (<10%),Africa,Sub-Saharan Africa
HND,Honduras,2030,bau,bws,Ind,0.258332881573688,151,0,Low (<10%),Americas,Latin America & Caribbean
AUT,Austria,2080,bau,bws,Tot,0.257719064768993,168,0,Low (<10%),Europe,Europe & Central Asia
HRV,Croatia,2050,pes,bws,Tot,0.257713955430437,165,0,Low (<10%),Europe,Europe & Central Asia
AUT,Austria,2030,bau,bws,Dom,0.256923084512234,151,0,Low (<10%),Europe,Europe & Central Asia
NIC,Nicaragua,2030,opt,bws,Tot,0.256750082754433,161,0,Low (<10%),Americas,Latin America & Caribbean
COG,Republic of Congo,2030,pes,bws,One,0.256630367526715,155,0,Low (<10%),Africa,Sub-Saharan Africa
HRV,Croatia,2050,pes,bws,Ind,0.256619849721855,153,0,Low (<10%),Europe,Europe & Central Asia
HRV,Croatia,2050,bau,bws,Tot,0.255851498313766,166,0,Low (<10%),Europe,Europe & Central Asia
IRL,Ireland,2050,bau,bws,One,0.254664311939333,162,0,Low (<10%),Europe,Europe & Central Asia
GNB,Guinea-Bissau,2030,pes,bws,Dom,0.253790709424539,149,0,Low (<10%),Africa,Sub-Saharan Africa
PRY,Paraguay,2030,opt,bws,One,0.253784255632702,153,0,Low (<10%),Americas,Latin America & Caribbean
PAN,Panama,2080,opt,bws,Liv,0.252479649275565,147,0,Low (<10%),Americas,Latin America & Caribbean
PRY,Paraguay,2050,pes,bws,One,0.252331371843065,160,0,Low (<10%),Americas,Latin America & Caribbean
PAN,Panama,2050,bau,bws,Liv,0.252164843375036,150,0,Low (<10%),Americas,Latin America & Caribbean
NZL,New Zealand,2080,opt,bws,Ind,0.251879254019039,155,0,Low (<10%),Oceania,East Asia & Pacific
COL,Colombia,2030,bau,bws,Dom,0.251245812107184,152,0,Low (<10%),Americas,Latin America & Caribbean
AUT,Austria,2030,pes,bws,Liv,0.251147704215712,143,0,Low (<10%),Europe,Europe & Central Asia
BDI,Burundi,2080,opt,bws,Ind,0.251124773021507,156,0,Low (<10%),Africa,Sub-Saharan Africa
HRV,Croatia,2050,bau,bws,Ind,0.250964474891062,154,0,Low (<10%),Europe,Europe & Central Asia
NZL,New Zealand,2080,pes,bws,One,0.248645180687545,166,0,Low (<10%),Oceania,East Asia & Pacific
COL,Colombia,2080,bau,bws,Liv,0.248581598672715,155,0,Low (<10%),Americas,Latin America & Caribbean
IRL,Ireland,2030,opt,bws,One,0.248464260138011,155,0,Low (<10%),Europe,Europe & Central Asia
BIH,Bosnia and Herzegovina,2030,opt,bws,One,0.248050689225379,156,0,Low (<10%),Europe,Europe & Central Asia
BOL,Bolivia,2030,opt,bws,Tot,0.247825663445149,162,0,Low (<10%),Americas,Latin America & Caribbean
HND,Honduras,2050,opt,bws,Liv,0.247349078550938,145,0,Low (<10%),Americas,Latin America & Caribbean
BLZ,Belize,2080,opt,bws,Liv,0.24641991400139,148,0,Low (<10%),Americas,Latin America & Caribbean
HND,Honduras,2030,bau,bws,Tot,0.245918147089212,161,0,Low (<10%),Americas,Latin America & Caribbean
GNB,Guinea-Bissau,2050,opt,bws,Ind,0.245672823402828,152,0,Low (<10%),Africa,Sub-Saharan Africa
TGO,Togo,2030,opt,bws,One,0.245489201575722,157,0,Low (<10%),Africa,Sub-Saharan Africa
COD,Democratic Republic of the Congo,2050,pes,bws,One,0.244804600093556,161,0,Low (<10%),Africa,Sub-Saharan Africa
COD,Democratic Republic of the Congo,2050,opt,bws,Tot,0.244676388556931,164,0,Low (<10%),Africa,Sub-Saharan Africa
BDI,Burundi,2080,pes,bws,Ind,0.244293433537849,161,0,Low (<10%),Africa,Sub-Saharan Africa
NIC,Nicaragua,2080,opt,bws,Ind,0.243815396995542,157,0,Low (<10%),Americas,Latin America & Caribbean
COG,Republic of Congo,2080,opt,bws,One,0.243573470562287,162,0,Low (<10%),Africa,Sub-Saharan Africa
BLZ,Belize,2050,pes,bws,One,0.243256547592565,162,0,Low (<10%),Americas,Latin America & Caribbean
HRV,Croatia,2050,bau,bws,One,0.242982196313091,163,0,Low (<10%),Europe,Europe & Central Asia
AUT,Austria,2050,bau,bws,Liv,0.24263730494284,151,0,Low (<10%),Europe,Europe & Central Asia
PAN,Panama,2080,pes,bws,One,0.242075427272957,167,0,Low (<10%),Americas,Latin America & Caribbean
HRV,Croatia,2080,bau,bws,Tot,0.241612729726784,169,0,Low (<10%),Europe,Europe & Central Asia
SUR,Suriname,2080,bau,bws,Dom,0.241555784469512,162,0,Low (<10%),Americas,Latin America & Caribbean
BEN,Benin,2050,opt,bws,Liv,0.240915816988938,146,0,Low (<10%),Africa,Sub-Saharan Africa
COL,Colombia,2030,opt,bws,Dom,0.240291879541065,154,0,Low (<10%),Americas,Latin America & Caribbean
HRV,Croatia,2050,pes,bws,One,0.24000672043128,163,0,Low (<10%),Europe,Europe & Central Asia
PAN,Panama,2050,pes,bws,Liv,0.239953409606096,150,0,Low (<10%),Americas,Latin America & Caribbean
BIH,Bosnia and Herzegovina,2080,opt,bws,Liv,0.239744097567436,149,0,Low (<10%),Europe,Europe & Central Asia
COL,Colombia,2080,pes,bws,One,0.23896093759338,168,0,Low (<10%),Americas,Latin America & Caribbean
COG,Republic of Congo,2050,bau,bws,One,0.238940717336741,164,0,Low (<10%),Africa,Sub-Saharan Africa
UGA,Uganda,2030,pes,bws,Liv,0.238631424718266,144,0,Low (<10%),Africa,Sub-Saharan Africa
GNB,Guinea-Bissau,2030,pes,bws,Ind,0.238616480450221,151,0,Low (<10%),Africa,Sub-Saharan Africa
RWA,Rwanda,2050,bau,bws,Irr,0.238464829593728,158,0,Low (<10%),Africa,Sub-Saharan Africa
GMB,Gambia,2050,pes,bws,Ind,0.238385499031763,154,0,Low (<10%),Africa,Sub-Saharan Africa
BIH,Bosnia and Herzegovina,2030,pes,bws,One,0.238306285206037,156,0,Low (<10%),Europe,Europe & Central Asia
TGO,Togo,2030,bau,bws,One,0.238215092135314,154,0,Low (<10%),Africa,Sub-Saharan Africa
CMR,Cameroon,2080,pes,bws,Irr,0.237894296151188,158,0,Low (<10%),Africa,Sub-Saharan Africa
BEN,Benin,2050,pes,bws,Liv,0.237424497939563,151,0,Low (<10%),Africa,Sub-Saharan Africa
BOL,Bolivia,2050,bau,bws,Ind,0.237408876134128,155,0,Low (<10%),Americas,Latin America & Caribbean
GIN,Guinea,2050,bau,bws,Dom,0.236355700527647,157,0,Low (<10%),Africa,Sub-Saharan Africa
BOL,Bolivia,2030,pes,bws,Tot,0.236052057607817,160,0,Low (<10%),Americas,Latin America & Caribbean
BLZ,Belize,2080,bau,bws,Tot,0.235957216528746,170,0,Low (<10%),Americas,Latin America & Caribbean
COD,Democratic Republic of the Congo,2080,pes,bws,Tot,0.235720837321351,168,0,Low (<10%),Africa,Sub-Saharan Africa
COL,Colombia,2030,pes,bws,Dom,0.235644216037245,150,0,Low (<10%),Americas,Latin America & Caribbean
HND,Honduras,2030,opt,bws,Ind,0.235377790481017,151,0,Low (<10%),Americas,Latin America & Caribbean
PRY,Paraguay,2080,opt,bws,One,0.234209881052335,163,0,Low (<10%),Americas,Latin America & Caribbean
BLZ,Belize,2030,pes,bws,Liv,0.23336954362981,145,0,Low (<10%),Americas,Latin America & Caribbean
GIN,Guinea,2050,pes,bws,Dom,0.233312130201106,158,0,Low (<10%),Africa,Sub-Saharan Africa
COG,Republic of Congo,2050,opt,bws,One,0.232701948211568,159,0,Low (<10%),Africa,Sub-Saharan Africa
AUT,Austria,2080,opt,bws,Dom,0.23240940509217,157,0,Low (<10%),Europe,Europe & Central Asia
UGA,Uganda,2030,pes,bws,One,0.23182832575739,157,0,Low (<10%),Africa,Sub-Saharan Africa
AUT,Austria,2030,opt,bws,Dom,0.231407571616446,155,0,Low (<10%),Europe,Europe & Central Asia
IRL,Ireland,2080,opt,bws,Liv,0.231190326978434,150,0,Low (<10%),Europe,Europe & Central Asia
MOZ,Mozambique,2030,pes,bws,Dom,0.231068422143575,151,0,Low (<10%),Africa,Sub-Saharan Africa
BOL,Bolivia,2080,pes,bws,Liv,0.230753546630816,156,0,Low (<10%),Americas,Latin America & Caribbean
AUT,Austria,2080,bau,bws,Ind,0.229532872191352,161,0,Low (<10%),Europe,Europe & Central Asia
HND,Honduras,2030,bau,bws,Irr,0.229375750199317,153,0,Low (<10%),Americas,Latin America & Caribbean
NIC,Nicaragua,2030,bau,bws,Ind,0.228717996541738,152,0,Low (<10%),Americas,Latin America & Caribbean
HRV,Croatia,2080,bau,bws,Ind,0.228547980721779,162,0,Low (<10%),Europe,Europe & Central Asia
COD,Democratic Republic of the Congo,2080,opt,bws,Tot,0.228031955114407,166,0,Low (<10%),Africa,Sub-Saharan Africa
GIN,Guinea,2030,bau,bws,Dom,0.227885404614369,153,0,Low (<10%),Africa,Sub-Saharan Africa
COD,Democratic Republic of the Congo,2030,pes,bws,One,0.227523340286837,158,0,Low (<10%),Africa,Sub-Saharan Africa
PRY,Paraguay,2050,bau,bws,One,0.227407570334167,165,0,Low (<10%),Americas,Latin America & Caribbean
GIN,Guinea,2080,opt,bws,Liv,0.226813957718253,151,0,Low (<10%),Africa,Sub-Saharan Africa
TGO,Togo,2030,pes,bws,One,0.226745019702644,159,0,Low (<10%),Africa,Sub-Saharan Africa
BOL,Bolivia,2030,bau,bws,Dom,0.226728929934483,154,0,Low (<10%),Americas,Latin America & Caribbean
HRV,Croatia,2080,opt,bws,Dom,0.226626603525332,158,0,Low (<10%),Europe,Europe & Central Asia
BDI,Burundi,2080,opt,bws,Irr,0.226286734650086,156,0,Low (<10%),Africa,Sub-Saharan Africa
COD,Democratic Republic of the Congo,2080,bau,bws,Dom,0.225100270230872,163,0,Low (<10%),Africa,Sub-Saharan Africa
NIC,Nicaragua,2030,pes,bws,One,0.224577408265116,160,0,Low (<10%),Americas,Latin America & Caribbean
GIN,Guinea,2080,opt,bws,Ind,0.22360816955704,158,0,Low (<10%),Africa,Sub-Saharan Africa
PAN,Panama,2050,bau,bws,One,0.222453097720607,166,0,Low (<10%),Americas,Latin America & Caribbean
PAN,Panama,2080,opt,bws,One,0.222283461745629,164,0,Low (<10%),Americas,Latin America & Caribbean
BDI,Burundi,2080,bau,bws,Ind,0.222145792985309,163,0,Low (<10%),Africa,Sub-Saharan Africa
NZL,New Zealand,2050,bau,bws,Irr,0.221357051452422,159,0,Low (<10%),Oceania,East Asia & Pacific
GIN,Guinea,2050,bau,bws,Ind,0.221213706779667,156,0,Low (<10%),Africa,Sub-Saharan Africa
GIN,Guinea,2030,opt,bws,Dom,0.2200174009476,156,0,Low (<10%),Africa,Sub-Saharan Africa
NZL,New Zealand,2050,pes,bws,Dom,0.219139821144138,159,0,Low (<10%),Oceania,East Asia & Pacific
NOR,Norway,2030,pes,bws,Tot,0.218687653181748,161,0,Low (<10%),Europe,Europe & Central Asia
BDI,Burundi,2030,pes,bws,Dom,0.218245034569467,152,0,Low (<10%),Africa,Sub-Saharan Africa
HRV,Croatia,2080,bau,bws,One,0.21820553101029,170,0,Low (<10%),Europe,Europe & Central Asia
TGO,Togo,2030,opt,bws,Irr,0.217701724525643,155,0,Low (<10%),Africa,Sub-Saharan Africa
PAN,Panama,2030,bau,bws,Liv,0.217399191517796,144,0,Low (<10%),Americas,Latin America & Caribbean
NOR,Norway,2080,pes,bws,Ind,0.216538637949015,162,0,Low (<10%),Europe,Europe & Central Asia
CMR,Cameroon,2080,opt,bws,Tot,0.216478764995655,167,0,Low (<10%),Africa,Sub-Saharan Africa
GMB,Gambia,2030,bau,bws,Irr,0.215980455346547,154,0,Low (<10%),Africa,Sub-Saharan Africa
AUT,Austria,2030,pes,bws,Dom,0.215749576941867,153,0,Low (<10%),Europe,Europe & Central Asia
BDI,Burundi,2080,pes,bws,Irr,0.215729379286111,159,0,Low (<10%),Africa,Sub-Saharan Africa
COG,Republic of Congo,2050,pes,bws,One,0.215621676129447,164,0,Low (<10%),Africa,Sub-Saharan Africa
HND,Honduras,2050,opt,bws,Ind,0.215522157640081,153,0,Low (<10%),Americas,Latin America & Caribbean
NIC,Nicaragua,2030,pes,bws,Dom,0.215325343932738,154,0,Low (<10%),Americas,Latin America & Caribbean
PAN,Panama,2030,opt,bws,Liv,0.215147686803508,146,0,Low (<10%),Americas,Latin America & Caribbean
NZL,New Zealand,2080,opt,bws,Irr,0.214781175705998,157,0,Low (<10%),Oceania,East Asia & Pacific
NZL,New Zealand,2080,bau,bws,Tot,0.214647120166077,171,0,Low (<10%),Oceania,East Asia & Pacific
BLZ,Belize,2050,bau,bws,Liv,0.213101257266272,152,0,Low (<10%),Americas,Latin America & Caribbean
NIC,Nicaragua,2030,opt,bws,Ind,0.212901320642669,152,0,Low (<10%),Americas,Latin America & Caribbean
GIN,Guinea,2030,bau,bws,Liv,0.212353819824619,145,0,Low (<10%),Africa,Sub-Saharan Africa
SUR,Suriname,2030,opt,bws,One,0.211776471588906,158,0,Low (<10%),Americas,Latin America & Caribbean
COL,Colombia,2050,bau,bws,One,0.211610736692405,167,0,Low (<10%),Americas,Latin America & Caribbean
HRV,Croatia,2030,pes,bws,Tot,0.211455689908145,162,0,Low (<10%),Europe,Europe & Central Asia
GIN,Guinea,2030,pes,bws,Dom,0.211085650923138,155,0,Low (<10%),Africa,Sub-Saharan Africa
HRV,Croatia,2030,pes,bws,Ind,0.210849516101839,152,0,Low (<10%),Europe,Europe & Central Asia
NZL,New Zealand,2080,bau,bws,One,0.210625457870777,171,0,Low (<10%),Oceania,East Asia & Pacific
BDI,Burundi,2080,bau,bws,Irr,0.21007329383838,161,0,Low (<10%),Africa,Sub-Saharan Africa
BOL,Bolivia,2080,opt,bws,Liv,0.209559256457936,152,0,Low (<10%),Americas,Latin America & Caribbean
HRV,Croatia,2030,opt,bws,Tot,0.209473584662986,163,0,Low (<10%),Europe,Europe & Central Asia
NOR,Norway,2050,bau,bws,Tot,0.209449045020094,167,0,Low (<10%),Europe,Europe & Central Asia
HRV,Croatia,2030,opt,bws,Ind,0.208815839324992,153,0,Low (<10%),Europe,Europe & Central Asia
GIN,Guinea,2050,opt,bws,Dom,0.208688258578129,156,0,Low (<10%),Africa,Sub-Saharan Africa
CAF,Central African Republic,2080,opt,bws,Liv,0.208415268029249,153,0,Low (<10%),Africa,Sub-Saharan Africa
BDI,Burundi,2030,opt,bws,One,0.208347579041445,159,0,Low (<10%),Africa,Sub-Saharan Africa
BLZ,Belize,2050,pes,bws,Liv,0.208082978743189,152,0,Low (<10%),Americas,Latin America & Caribbean
UGA,Uganda,2030,pes,bws,Dom,0.207239853311592,156,0,Low (<10%),Africa,Sub-Saharan Africa
PAN,Panama,2050,pes,bws,One,0.20653786807147,165,0,Low (<10%),Americas,Latin America & Caribbean
PRY,Paraguay,2080,pes,bws,One,0.206498659433307,169,0,Low (<10%),Americas,Latin America & Caribbean
NOR,Norway,2030,bau,bws,Tot,0.206234577203123,162,0,Low (<10%),Europe,Europe & Central Asia
IRL,Ireland,2050,opt,bws,Liv,0.206110110372755,147,0,Low (<10%),Europe,Europe & Central Asia
NOR,Norway,2030,opt,bws,Tot,0.205225266979613,164,0,Low (<10%),Europe,Europe & Central Asia
UGA,Uganda,2050,pes,bws,Ind,0.204481445039975,155,0,Low (<10%),Africa,Sub-Saharan Africa
NZL,New Zealand,2050,pes,bws,Ind,0.204454275332885,156,0,Low (<10%),Oceania,East Asia & Pacific
TGO,Togo,2030,bau,bws,Irr,0.20335367950763,155,0,Low (<10%),Africa,Sub-Saharan Africa
IRL,Ireland,2030,pes,bws,Liv,0.20299653274726,146,0,Low (<10%),Europe,Europe & Central Asia
CIV,C̫te d'Ivoire,2080,bau,bws,One,0.202464863753501,172,0,Low (<10%),Africa,Sub-Saharan Africa
CMR,Cameroon,2050,opt,bws,Tot,0.20219351261004,165,0,Low (<10%),Africa,Sub-Saharan Africa
COG,Republic of Congo,2030,bau,bws,One,0.201377244816065,156,0,Low (<10%),Africa,Sub-Saharan Africa
AUT,Austria,2050,bau,bws,Dom,0.200889555893613,158,0,Low (<10%),Europe,Europe & Central Asia
UGA,Uganda,2030,pes,bws,Tot,0.200754484785803,163,0,Low (<10%),Africa,Sub-Saharan Africa
TCD,Chad,2050,bau,bws,Ind,0.20042480928332,157,0,Low (<10%),Africa,Sub-Saharan Africa
PRY,Paraguay,2030,pes,bws,One,0.20007620370615,161,0,Low (<10%),Americas,Latin America & Caribbean
GIN,Guinea,2050,pes,bws,Ind,0.200069895866753,157,0,Low (<10%),Africa,Sub-Saharan Africa
CAF,Central African Republic,2050,opt,bws,Liv,0.199970987191644,148,0,Low (<10%),Africa,Sub-Saharan Africa
NIC,Nicaragua,2050,opt,bws,Tot,0.199028167549176,166,0,Low (<10%),Americas,Latin America & Caribbean
BDI,Burundi,2030,opt,bws,Liv,0.199017873386276,147,0,Low (<10%),Africa,Sub-Saharan Africa
CMR,Cameroon,2030,pes,bws,Irr,0.198968570540226,152,0,Low (<10%),Africa,Sub-Saharan Africa
NZL,New Zealand,2050,pes,bws,Tot,0.198594862727305,166,0,Low (<10%),Oceania,East Asia & Pacific
HRV,Croatia,2030,bau,bws,Tot,0.198541000516597,163,0,Low (<10%),Europe,Europe & Central Asia
HRV,Croatia,2050,opt,bws,Liv,0.19743791748422,149,0,Low (<10%),Europe,Europe & Central Asia
BEN,Benin,2080,pes,bws,One,0.197339708390543,170,0,Low (<10%),Africa,Sub-Saharan Africa
BDI,Burundi,2050,pes,bws,Ind,0.197304215344876,158,0,Low (<10%),Africa,Sub-Saharan Africa
HRV,Croatia,2030,bau,bws,Ind,0.197240216778996,153,0,Low (<10%),Europe,Europe & Central Asia
COL,Colombia,2050,pes,bws,One,0.19722785778026,166,0,Low (<10%),Americas,Latin America & Caribbean
GIN,Guinea,2050,opt,bws,Ind,0.197195206901432,154,0,Low (<10%),Africa,Sub-Saharan Africa
COL,Colombia,2080,pes,bws,Liv,0.196660679225589,157,0,Low (<10%),Americas,Latin America & Caribbean
COG,Republic of Congo,2080,bau,bws,Dom,0.196534631391195,164,0,Low (<10%),Africa,Sub-Saharan Africa
BEN,Benin,2030,bau,bws,Liv,0.195956399306161,146,0,Low (<10%),Africa,Sub-Saharan Africa
COD,Democratic Republic of the Congo,2030,opt,bws,One,0.195685140975792,160,0,Low (<10%),Africa,Sub-Saharan Africa
HRV,Croatia,2030,opt,bws,One,0.195268472921574,161,0,Low (<10%),Europe,Europe & Central Asia
IRL,Ireland,2080,bau,bws,Liv,0.194715284439445,156,0,Low (<10%),Europe,Europe & Central Asia
IRL,Ireland,2030,bau,bws,Liv,0.194557765001358,147,0,Low (<10%),Europe,Europe & Central Asia
NOR,Norway,2080,bau,bws,Tot,0.194262631839594,172,0,Low (<10%),Europe,Europe & Central Asia
CMR,Cameroon,2080,opt,bws,One,0.193413046162193,165,0,Low (<10%),Africa,Sub-Saharan Africa
NOR,Norway,2080,opt,bws,Ind,0.193377163000019,159,0,Low (<10%),Europe,Europe & Central Asia
HRV,Croatia,2030,pes,bws,One,0.193237448307047,162,0,Low (<10%),Europe,Europe & Central Asia
NIC,Nicaragua,2080,opt,bws,One,0.193195228295776,166,0,Low (<10%),Americas,Latin America & Caribbean
CMR,Cameroon,2050,pes,bws,One,0.191879420965796,167,0,Low (<10%),Africa,Sub-Saharan Africa
CAF,Central African Republic,2050,bau,bws,Ind,0.191834788079072,158,0,Low (<10%),Africa,Sub-Saharan Africa
NIC,Nicaragua,2030,bau,bws,One,0.191800236055656,157,0,Low (<10%),Americas,Latin America & Caribbean
BOL,Bolivia,2030,opt,bws,Dom,0.191511234161352,157,0,Low (<10%),Americas,Latin America & Caribbean
GMB,Gambia,2030,bau,bws,Tot,0.191405436078497,164,0,Low (<10%),Africa,Sub-Saharan Africa
PAN,Panama,2050,opt,bws,Liv,0.191219595897898,150,0,Low (<10%),Americas,Latin America & Caribbean
IRL,Ireland,2050,bau,bws,Liv,0.190125571324363,153,0,Low (<10%),Europe,Europe & Central Asia
CMR,Cameroon,2050,opt,bws,One,0.189705691248823,161,0,Low (<10%),Africa,Sub-Saharan Africa
NOR,Norway,2050,pes,bws,Ind,0.189502349080963,159,0,Low (<10%),Europe,Europe & Central Asia
COL,Colombia,2030,opt,bws,One,0.189424571867037,162,0,Low (<10%),Americas,Latin America & Caribbean
PAN,Panama,2030,pes,bws,Liv,0.18933983154024,147,0,Low (<10%),Americas,Latin America & Caribbean
TGO,Togo,2030,pes,bws,Irr,0.189177461783466,153,0,Low (<10%),Africa,Sub-Saharan Africa
GMB,Gambia,2050,opt,bws,Liv,0.189110406136279,151,0,Low (<10%),Africa,Sub-Saharan Africa
PAN,Panama,2030,bau,bws,One,0.188506470653136,158,0,Low (<10%),Americas,Latin America & Caribbean
COL,Colombia,2080,opt,bws,One,0.188146765894577,167,0,Low (<10%),Americas,Latin America & Caribbean
HRV,Croatia,2030,bau,bws,One,0.187881617130955,159,0,Low (<10%),Europe,Europe & Central Asia
HRV,Croatia,2050,bau,bws,Liv,0.187766195370585,154,0,Low (<10%),Europe,Europe & Central Asia
TCD,Chad,2050,opt,bws,Ind,0.187615352331624,155,0,Low (<10%),Africa,Sub-Saharan Africa
IRL,Ireland,2030,opt,bws,Liv,0.186032344156651,148,0,Low (<10%),Europe,Europe & Central Asia
UGA,Uganda,2050,bau,bws,Ind,0.186005829180343,159,0,Low (<10%),Africa,Sub-Saharan Africa
GIN,Guinea,2050,bau,bws,One,0.18576527148391,168,0,Low (<10%),Africa,Sub-Saharan Africa
BOL,Bolivia,2050,bau,bws,Liv,0.18564895553243,155,0,Low (<10%),Americas,Latin America & Caribbean
NZL,New Zealand,2080,bau,bws,Dom,0.185358513575904,165,0,Low (<10%),Oceania,East Asia & Pacific
COD,Democratic Republic of the Congo,2030,bau,bws,One,0.184260926899723,160,0,Low (<10%),Africa,Sub-Saharan Africa
COD,Democratic Republic of the Congo,2050,opt,bws,One,0.184110598129275,162,0,Low (<10%),Africa,Sub-Saharan Africa
TCD,Chad,2050,pes,bws,Ind,0.18333544649313,160,0,Low (<10%),Africa,Sub-Saharan Africa
GIN,Guinea,2030,pes,bws,Liv,0.183151021222362,148,0,Low (<10%),Africa,Sub-Saharan Africa
PAN,Panama,2030,opt,bws,One,0.183033010213317,163,0,Low (<10%),Americas,Latin America & Caribbean
NOR,Norway,2050,opt,bws,Ind,0.182789533417668,156,0,Low (<10%),Europe,Europe & Central Asia
COL,Colombia,2030,pes,bws,One,0.182349030842761,163,0,Low (<10%),Americas,Latin America & Caribbean
NZL,New Zealand,2080,bau,bws,Ind,0.181808070462495,164,0,Low (<10%),Oceania,East Asia & Pacific
BOL,Bolivia,2030,pes,bws,Dom,0.181792834483576,157,0,Low (<10%),Americas,Latin America & Caribbean
AUT,Austria,2080,bau,bws,Liv,0.181362244062244,157,0,Low (<10%),Europe,Europe & Central Asia
BOL,Bolivia,2030,bau,bws,Ind,0.181343857829763,154,0,Low (<10%),Americas,Latin America & Caribbean
COL,Colombia,2030,bau,bws,One,0.181167094649554,161,0,Low (<10%),Americas,Latin America & Caribbean
BDI,Burundi,2030,opt,bws,Tot,0.180216858077381,165,0,Low (<10%),Africa,Sub-Saharan Africa
BOL,Bolivia,2050,pes,bws,Liv,0.179984837494132,153,0,Low (<10%),Americas,Latin America & Caribbean
NIC,Nicaragua,2080,opt,bws,Dom,0.179280077881984,159,0,Low (<10%),Americas,Latin America & Caribbean
NIC,Nicaragua,2030,bau,bws,Dom,0.179190859056534,155,0,Low (<10%),Americas,Latin America & Caribbean
NZL,New Zealand,2050,bau,bws,Tot,0.179082340947055,168,0,Low (<10%),Oceania,East Asia & Pacific
NIC,Nicaragua,2050,opt,bws,Ind,0.178686871062443,157,0,Low (<10%),Americas,Latin America & Caribbean
CMR,Cameroon,2030,opt,bws,Irr,0.17740155949535,156,0,Low (<10%),Africa,Sub-Saharan Africa
HRV,Croatia,2050,pes,bws,Liv,0.17716804098746,154,0,Low (<10%),Europe,Europe & Central Asia
PRY,Paraguay,2030,bau,bws,One,0.177005340272654,162,0,Low (<10%),Americas,Latin America & Caribbean
GIN,Guinea,2050,opt,bws,Liv,0.176316529264728,152,0,Low (<10%),Africa,Sub-Saharan Africa
HRV,Croatia,2080,bau,bws,Liv,0.17586452274203,158,0,Low (<10%),Europe,Europe & Central Asia
GIN,Guinea,2030,opt,bws,Ind,0.175262717696744,154,0,Low (<10%),Africa,Sub-Saharan Africa
COL,Colombia,2050,opt,bws,One,0.174488786793966,163,0,Low (<10%),Americas,Latin America & Caribbean
GMB,Gambia,2030,opt,bws,Ind,0.174326616475491,155,0,Low (<10%),Africa,Sub-Saharan Africa
